id;dealer id;OEM;Dealer π (RO);ESN;Mileage;m type;application;"Model
/Series ESN";Date of failure;Claim date received (first time);First question date ;—laim submission/denial  date;Credit statement date ;Claim Amount;Approove;author;adviser;NARRATIVE;HISTORY;STATUS
673;64;BELAZ;106;37280570;199;0;0;KTTA19C;2020-01-06;2020-03-29;;2020-04-23;2020-04-23;8312.4;8312.4;47;5;;;3
674;64;BELAZ;107;33214487;6398;0;0;KTA38C;2020-01-10;2020-03-29;;2020-04-27;2020-05-01;1993.9;2080.9;47;5;;;3
675;64;BELAZ;120;37277226;6123;0;0; ““¿19—;2020-03-03;2020-03-27;;2020-04-21;2020-04-21;3355.1;3355.1;47;5;;;3
676;24;KAVZ;15853;78180649;95000;1;5;B6,7s;2020-02-25;2020-03-30;;2020-04-08;2020-04-14;758.1;840.1;20;7;;;3
677;24;PAZ;15944;76504847;0;1;5;ISF;2020-03-19;2020-03-30;2020-04-02;2020-04-07;2020-04-08;2274.9;2335.9;20;7;;;3
678;38;KAMAZ;345526;86064658;33075;1;1;ISB6.7;2020-02-07;2020-03-30;;2020-04-09;2020-04-14;9159.4;9090.4;34;1;;;3
679;38;KAMAZ;353784;86056410;29468;1;1;ISB6.7;2020-03-03;2020-03-30;2020-04-08;2020-04-30;2020-05-01;2411.1;2497.1;34;1;;;3
680;36;BELAZ;0603/3;33217914;3496;0;0; “¿50;2020-03-06;2020-03-31;;2020-04-06;2020-04-06;2467.1;2517.1;18;4;;;3
681;36;BELAZ;0203/1;37242237;222;0;0; “¿19;2020-03-02;2020-03-30;;2020-04-06;2020-04-06;9021.7;9099.7;18;4;;;3
682;36;LTRZ;1203/1;37276530;6619;0;4;QST30;2020-03-12;2020-03-31;;2020-04-06;2020-04-06;3450.6;3534.6;18;4;;;3
683;3;rostselmash;153924;86069739;247;0;0;6LTAA8.9;2020-03-24;2020-04-01;2020-04-20;2020-05-08;2020-05-11;8017.5;7943.5;22;1;;;3
684;3;rostselmash;154069;86067969;174;0;0;6LTAA8.9;2020-03-25;2020-04-02;;2020-04-21;2020-04-22;135.4;89.4;22;1;;;3
685;16;MAZ;473;89966741;8814;1;1;ISF3.8;2019-04-19;2020-04-02;;2020-04-06;2020-04-08;8008.3;7910.3;10;4;;;3
686;36;BELAZ;2303/1;33218094;729;0;0; “¿38;2020-03-23;2020-04-02;;2020-04-06;2020-04-07;9947.6;9856.6;18;4;;;3
687;36;LTRZ;1903/2;37276618;5724;0;4;QST30;2020-03-19;2020-04-01;;2020-04-06;2020-04-06;1703.3;1703.3;18;4;;;3
688;24;KING LONG;15921;78185143;6;1;1;ISL;2020-03-12;2020-04-01;;2020-04-07;2020-04-13;667.4;667.4;20;7;;;3
689;38;KAMAZ;356276;86065289;23481;1;1;ISB6.7;2020-03-09;2020-04-02;2020-04-09;2020-06-25;2020-06-29;9409.1;9331.1;34;1;;;3
690;3;rostselmash;153965;35350227;1838;0;0;QSM11;2020-03-25;2020-04-02;;2020-04-21;2020-04-28;2127.6;2202.6;22;9;;;3
691;64;BELAZ;109;37276749;5648;0;0;KTTA19C;2020-01-29;2020-04-02;2020-04-28;2020-05-06;2020-05-07;5432.5;5432.5;47;5;;;3
692;64;BELAZ;110;33215874;1582;0;0;QSK60C;2020-01-31;2020-04-02;;2020-04-27;2020-04-27;1554.5;1515.5;47;5;;;3
693;21;BELAZ;3962;37270705;2194;0;0; ““¿-19;2019-11-15;2020-04-03;2020-04-14;2020-04-15;2020-06-03;6508.8;6414.8;12;3;;;3
694;1;GAZ;1229;10000000;0;1;1;ISF2.8;2019-10-15;2020-03-27;;2020-04-06;2020-04-15;9844;9844;21;4;;;3
695;1;GAZ;76;10000000;0;1;1;ISF2.8;2019-10-09;2020-03-27;;2020-04-06;2020-04-15;6951.7;6951.7;21;4;;;3
696;38;KAMAZ;339562;86055761;9116;1;1;ISB6.7;2020-01-20;2020-04-04;2020-04-10;2020-05-12;2020-06-02;8510;8504;34;1;;;3
697;28;KAMAZ;25444;86074892;36531;1;1;ISB6.7;2020-01-31;2020-04-06;2020-04-10;2020-04-20;2020-04-20;5590;5590;12;1;;;3
698;28;BELAZ;25445;33217362;5509;0;0; “¿-50;2020-02-01;2020-04-06;2020-04-08;2020-04-09;2020-04-14;4285.5;4187.5;12;3;;;3
699;28;BELAZ;25446;37249292;501;0;0; ““¿-19;2020-02-02;2020-04-06;;2020-04-23;2020-04-23;519.4;519.4;12;2;;;3
700;28;BELAZ;25447;33217235;5430;0;0; “¿-50;2020-02-02;2020-04-06;;2020-04-23;2020-04-27;5369.2;5386.2;11;2;;;3
701;28;BELAZ;25448;37249313;861;0;0; ““¿-19;2020-02-01;2020-04-06;;2020-04-23;2020-04-23;7224.6;7224.6;12;2;;;3
702;28;BELAZ;25449;33217225;7464;0;0;QSK-60;2020-02-03;2020-04-06;;2020-04-08;2020-04-09;7734.5;7740.5;11;3;;;3
703;21;BELAZ;3965;37271741;0;0;0;QST-30;2019-12-11;2020-04-06;;2020-04-08;2020-04-14;9454.1;9366.1;12;3;;;3
704;28;BELAZ;25450;66305212;3612;0;0;QSK-78;2020-02-03;2020-04-07;2020-04-27;2020-04-30;2020-05-01;7455.5;7445.5;11;2;;;3
705;28;BELAZ;25451;33202444;4884;0;0;QSK-60;2020-02-03;2020-04-07;;2020-04-09;2020-04-14;7036.1;7014.1;11;2;;;3
706;28;BELAZ;25452;33216297;5557;0;0; “¿-50;2020-02-02;2020-04-07;;2020-04-09;2020-04-14;4218.5;4303.5;12;2;;;3
707;28;HITACHI;25453;321655;6013;0;0;QSK-23;2020-02-03;2020-04-07;;2020-04-27;2020-04-28;8589.8;8493.8;11;2;;;3
708;28;BELAZ;25454;33217690;5146;0;0;QSK-60;2020-02-10;2020-04-07;2020-04-27;2020-04-29;2020-04-30;4061.2;4061.2;12;2;;;3
709;21;KOMATSU;3926;33216102;1510;0;0;QSK-50;2020-02-08;2020-04-07;2020-04-20;2020-06-02;2020-06-16;6742;6763;12;3;;;3
710;21;KOMATSU;3927;33216167;1728;0;0;QSK-50;2020-02-18;2020-04-07;2020-04-20;2020-06-01;2020-06-01;8224.3;8224.3;12;3;;;3
711;21;HITACHI;3945;33207212;2462;0;0;QSK-38;2019-12-09;2020-04-07;2020-04-09;2020-04-13;2020-04-20;1308.7;1308.7;12;3;;;3
712;21;BELAZ;3952;37278102;2557;0;0; ““¿-19;2019-12-07;2020-04-07;;2020-04-20;2020-04-23;5726.9;5708.9;12;3;;;3
713;21;BELAZ;3953;37279272;589;0;0;QST-30;2019-12-10;2020-04-07;;2020-04-09;2020-04-14;1556;1545;12;3;;;3
714;67;KAMAZ;ÒÂÌ.20;86014750;12875;1;1;6ISBe300;2020-03-24;2020-04-07;2020-04-14;2020-04-21;2020-04-21;6128.1;6128.1;50;1;;;3
715;24;CHETRA;15808;37278265;15;0;0;QSK19G;2020-02-04;2020-04-07;2020-04-08;2020-04-13;2020-04-20;6302.1;6302.1;20;7;;;3
716;3;rostselmash;154086;86068967;453;0;0;6LTAA8.9;2020-03-27;2020-04-06;2020-04-20;2020-05-08;2020-05-08;199;192;22;1;;;3
718;38;KAMAZ;362410;86072877;50675;1;1;ISB6.7;2020-02-13;2020-04-06;;2020-04-07;;8031.1;8031.1;34;1;;;2
719;28;BELAZ;25443;37267105;7578;0;0;QST30;2020-02-14;2020-04-07;;2020-04-22;2020-04-23;3376;3323;11;2;;;3
720;16;MAZ;469;86057369;3240;1;1;ISB/ISD4.5;2019-11-22;2020-04-07;2020-04-30;2020-07-17;2020-07-22;2185.6;2185.6;10;1;;;3
721;36;HYUNDAI;2303/3;60339049;191;0;0;QSC8,3;2020-03-23;2020-04-07;;2020-04-09;2020-04-14;6903.2;7002.2;18;4;;;3
722;28;BELAZ;25455;37277778;3986;0;0;QST-30;2020-02-07;2020-04-08;;2020-04-27;2020-04-27;1174.9;1174.9;12;2;;;3
723;28;BELAZ;25456;33210667;3199;0;0; “¿-50;2020-02-10;2020-04-08;;2020-04-27;2020-04-27;1938.2;1888.2;12;2;;;3
724;28;BELAZ;25457;33217693;3345;0;0;QSK-60;2020-02-10;2020-04-08;2020-04-28;2020-04-29;2020-04-30;5662.1;5598.1;12;2;;;3
725;28;BELAZ;25458;37276983;5220;0;0;QST-30;2020-02-11;2020-04-08;;2020-04-28;2020-04-29;1413;1511;12;2;;;3
726;21;BELAZ;3951;37259807;3010;0;0; ““¿-19;2019-12-08;2020-04-08;2020-04-09;2020-04-09;2020-04-14;4509.1;4509.1;12;3;;;3
727;21;BELAZ;3954;37278102;2653;0;0; ““¿-19;2019-12-12;2020-04-08;;2020-04-09;2020-04-14;9947.5;9989.5;12;3;;;3
728;24;VOLVO;15943;37276248;1625;0;0;QST30;2020-03-18;2020-04-08;;2020-04-16;2020-04-17;2764.4;2776.4;20;9;;;3
729;38;KAMAZ;347490;86076585;6023;1;1;ISB6.7;2020-02-07;2020-04-08;2020-04-14;2020-06-01;;5305.9;5286.9;34;1;;;2
730;3;rostselmash;154085;86064864;281;0;0;6LTAA8.9;2020-03-25;2020-04-08;2020-04-20;2020-04-28;;3172.1;3087.1;22;1;;;2
731;38;KAMAZ;352548;86060857;60343;1;1;ISB6.7;2020-02-28;2020-04-08;;2020-04-14;;624.9;706.9;34;1;;;2
732;28;BELAZ;25459;37248972;271;0;0; ““¿-19;2020-02-11;2020-04-09;;2020-04-28;2020-04-28;7889.1;7889.1;12;7;;;3
733;28;BELAZ;25460;37274318;6547;0;0;QST-30;2020-03-19;2020-04-09;2020-04-29;2020-05-06;2020-05-11;1120.2;1157.2;11;2;;;3
734;28;BELAZ;25461;33219577;798;0;0;QSK-60;2020-02-04;2020-04-09;2020-04-28;2020-04-29;2020-05-04;1530.4;1485.4;11;7;;;3
735;28;BELAZ;25462;66305245;4402;0;0;QSK-78;2020-02-04;2020-04-09;2020-04-29;2020-05-06;2020-05-11;3896.2;3896.2;11;7;;;3
736;28;BELAZ;25463;37246314;1743;0;0; ““¿-19;2020-02-10;2020-04-09;2020-04-29;2020-05-06;2020-05-07;6411;6509;12;7;;;3
737;28;BELAZ;25464;33198416;4152;0;0; “¿-50;2020-02-04;2020-04-09;;2020-04-29;2020-04-29;8603.9;8603.9;11;7;;;3
738;28;BELAZ;25465;37275558;4747;0;0;QST-30;2020-02-04;2020-04-09;;2020-04-29;2020-04-30;732.1;653.1;11;7;;;3
739;21;HITACHI;3928;33191546;3527;0;0;QSK-50;2020-02-07;2020-04-09;;2020-04-28;2020-05-04;6592;6676;12;3;;;3
740;21;YUTONG BUS;3940;78902704;25766;1;5;ISL9;2019-12-09;2020-04-09;;2020-04-16;2020-04-16;6490.4;6490.4;12;3;;;3
741;21;YUTONG BUS;3944;78895598;26492;1;5;ISL9;2019-12-19;2020-04-09;;2020-04-13;2020-04-13;826.3;826.3;12;3;;;3
742;21;BELAZ;3955;37275362;1084;0;0; ““¿-19;2019-12-12;2020-04-09;2020-04-14;2020-04-14;2020-04-15;7574.9;7506.9;12;3;;;3
743;21;BELAZ;3956;37277081;3233;0;0; ““¿-19;2019-12-26;2020-04-09;2020-04-13;2020-04-14;2020-04-15;8575.4;8644.4;12;3;;;3
744;21;BELAZ;3957;37275362;1120;0;0; ““¿-19;2019-12-28;2020-04-09;;2020-04-13;2020-04-13;5609.9;5528.9;12;3;;;3
745;21;BELAZ;3958;37278068;2913;0;0; ““¿-19;2019-12-28;2020-04-09;;2020-04-13;2020-04-13;5243.4;5207.4;12;3;;;3
746;21;BELAZ;3960;37259807;3054;0;0; ““¿-19;2019-12-17;2020-04-09;;2020-04-13;2020-04-15;292.3;296.3;12;3;;;3
747;21;BELAZ;3961;37276462;4826;0;0; ““¿-19;2019-12-13;2020-04-09;;2020-04-10;2020-04-14;252.4;237.4;12;3;;;3
748;21;BELAZ;3963;33197625;2256;0;0; “¿-50;2019-12-17;2020-04-09;2020-04-10;2020-04-28;2020-04-29;3366.8;3340.8;12;3;;;3
749;24;SHAAZ;770;37278743;0;0;4;QST-30;2020-02-18;2020-04-09;;2020-04-14;2020-04-24;9157.3;9102.3;20;3;;;3
750;70;CPG - CHINA;D025;F19H012018 ;7578;0;2;QSX15G8;2020-02-05;2020-04-09;;2020-04-21;2020-04-22;3473.9;3500.9;52;9;;;3
751;24;BELAZ;15919;37276519;4216;0;0;K19;2020-03-12;2020-04-09;2020-04-16;2020-04-16;2020-04-17;3471.6;3471.6;20;7;;;3
752;38;KAMAZ;303560;86057205;188323;1;1;ISB6.7;2019-09-23;2020-04-09;;2020-04-15;2020-01-21;7124;7124;34;1;;;3
753;38;KAMAZ;345455;86064625;31351;1;1;ISB6.7;2020-02-07;2020-04-09;;2020-04-15;2020-04-16;3491.7;3491.7;34;1;;;3
754;38;KAMAZ;345463;86064632;26415;1;1;ISB6.7;2020-02-07;2020-04-09;;2020-04-15;2020-04-16;2934;2977;34;1;;;3
755;38;KAMAZ;349630;86076990;7103;1;1;ISB6.7;2020-02-18;2020-04-09;2020-04-15;2020-05-29;2020-06-03;5633;5633;34;1;;;3
756;38;KAMAZ;351484;86065820;70525;1;1;ISB6.7;2020-02-25;2020-04-09;;2020-04-15;;4078.4;4078.4;34;1;;;2
757;38;KAMAZ;353118;86073319;34162;1;1;ISB6.7;2020-03-01;2020-04-09;;2020-04-15;2020-04-15;1368.1;1393.1;34;1;;;3
758;28;BELAZ;25466;33190076;1195;0;0; “¿-50;2020-02-10;2020-04-10;;2020-04-29;2020-04-29;6838.2;6743.2;12;7;;;3
759;28;HITACHI;25467;33215389;6179;0;0;QSK-38;2020-02-10;2020-04-10;;2020-04-29;2020-04-29;2580.8;2501.8;12;7;;;3
760;28;CHETRA;25468;80178171;2066;0;0;QSX-15;2020-03-03;2020-04-10;2020-05-06;2020-05-08;2020-05-13;9197.4;9197.4;11;2;;;3
761;28;BELAZ;25469;37274657;5376;0;0;QST-30;2020-02-05;2020-04-10;;2020-04-30;2020-05-05;7648.4;7648.4;11;7;;;3
762;28;BELAZ;25470;33211013;3887;0;0; “¿-50;2020-02-12;2020-04-10;;2020-04-28;2020-04-28;738.7;738.7;12;2;;;3
763;28;BELAZ;25471;37219215;5397;0;0; ““¿-19;2020-02-01;2020-04-10;;2020-04-23;2020-04-24;6886.9;6886.9;12;6;;;3
764;28;BELAZ;25472;37245640;1675;0;0; ““¿-19;2020-02-06;2020-04-10;;2020-04-23;2020-04-24;3925;3925;11;6;;;3
765;21;SHANTUI;3892;41272074;339;0;0;NT855;2019-11-15;2020-04-10;2020-04-20;2020-04-28;2020-04-29;6564.2;6532.2;12;3;;;3
766;21;BELAZ;3964;33211434;2448;0;0; “¿-50;2019-12-10;2020-04-10;;2020-04-20;2020-04-20;6254.4;6334.4;12;3;;;3
767;21;BELAZ;3966;37275594;5714;0;0; ““¿-19;2019-12-16;2020-04-10;;2020-04-13;2020-04-14;5204.1;5261.1;12;3;;;3
768;21;BELAZ;3967;37275579;5280;0;0; ““¿-19;2019-12-16;2020-04-10;;2020-04-13;2020-04-14;4228.2;4265.2;12;3;;;3
769;38;KAMAZ;360902;86067128;5594;1;1;ISB6.7;2020-03-24;2020-04-10;2020-04-16;2020-05-06;2020-05-06;8434.1;8434.1;34;1;;;3
770;38;KAMAZ;361062;86069678;14858;1;1;ISB6.7;2020-03-24;2020-04-10;;2020-04-17;2020-04-20;5828.5;5772.5;34;1;;;3
771;38;KAMAZ;362771;86080760;475;1;1;ISB6.7;2020-03-17;2020-04-10;;2020-04-17;2020-04-20;2978.6;2978.6;34;1;;;3
772;38;KAMAZ;348952;86076973;56786;1;1;ISB6.7;2020-02-17;2020-04-10;;2020-04-16;;7839.5;7912.5;34;1;;;2
773;38;KAMAZ;350482;86073855;25402;1;1;ISB6.7;2020-02-13;2020-04-11;2020-04-16;2020-04-29;2020-04-30;6696.8;6647.8;34;1;;;3
774;38;KAMAZ;360919;86079843;5681;1;1;ISB6.7;2020-03-24;2020-04-12;2020-04-16;2020-06-10;2020-06-12;1102.8;1156.8;34;1;;;3
775;28;BELAZ;25473;66302347;7578;0;0;QSK78;2020-03-25;2020-04-13;;2020-04-14;2020-04-15;9221.2;9221.2;11;2;;;3
776;28;BELAZ;25474;66303970;7578;0;0;QSK78;2020-03-26;2020-04-13;;2020-04-14;2020-04-15;9128.6;9207.6;11;2;;;3
777;28;BELAZ;25475;66303304;7578;0;0;QSK78;2020-03-27;2020-04-13;;2020-04-14;2020-04-15;1155.7;1118.7;11;2;;;3
778;28;BELAZ;25476;37278490;3260;0;0; ““¿-19;2020-02-06;2020-04-13;;2020-04-23;2020-04-24;9184.7;9226.7;11;6;;;3
779;28;BELAZ;25477;66305195;4637;0;0;QSK-78;2020-02-06;2020-04-13;;2020-05-06;2020-05-11;7230.6;7173.6;11;7;;;3
780;28;BELAZ;25478;37277617;5562;0;0;QST-30;2020-03-29;2020-04-13;2020-05-06;2020-05-07;2020-05-11;3082.4;3082.4;11;7;;;3
781;28;BELAZ;25479;37274333;5429;0;0;QST-30;2020-02-12;2020-04-13;;2020-04-22;2020-04-22;9498.9;9535.9;12;6;;;3
782;28;HITACHI;25480;33216992;4909;0;0;KTA-38 ;2020-04-05;2020-04-13;2020-05-06;2020-05-08;2020-05-13;5421.8;5421.8;11;2;;;3
783;28;BELAZ;25481;33194887;965;0;0; “¿-50;2020-02-12;2020-04-13;;2020-04-28;2020-04-28;9048.7;9048.7;12;2;;;3
784;28;BELAZ;25482;33217753;5018;0;0;QSK-60;2020-02-07;2020-04-13;;2020-05-07;2020-05-08;5926.3;5926.3;11;6;;;3
785;28;BELAZ;25483;33219577;1011;0;0;QSK-60;2020-02-13;2020-04-13;;2020-04-22;2020-04-22;3353.2;3353.2;12;6;;;3
786;21;BELAZ;3968;33216098;2894;0;0; “¿-50;2019-12-11;2020-04-13;;2020-04-15;2020-04-15;2216.2;2186.2;12;3;;;3
787;21;BELAZ;3969;37274025;0;0;0; ““¿-19;2019-12-11;2020-04-13;2020-04-16;2020-04-20;2020-04-20;1385.9;1385.9;12;3;;;3
788;21;BELAZ;3970;33216802;5921;0;0; “¿-50;2019-12-13;2020-04-13;2020-04-29;2020-04-29;2020-04-29;3336;3347;12;3;;;3
789;21;BELAZ;3971;37276418;5519;0;0; ““¿-19;2019-12-17;2020-04-13;;2020-04-14;2020-04-15;6149.7;6240.7;12;3;;;3
790;36;CPG - CHINA;D025;F19H012018;7578;0;2;QSX15G8;2020-02-05;2020-04-13;;2020-04-22;2020-04-23;4037.1;4132.1;18;9;;;3
791;3;rostselmash;153272;35344102;813;0;0;QSM11;2020-03-17;2020-04-13;;2020-04-23;2020-04-23;7953.9;8032.9;22;9;;;3
792;3;rostselmash;153976;35344374;384;0;0;QSM11;2020-03-26;2020-04-13;;2020-04-23;2020-04-23;8923.4;8881.4;22;9;;;3
793;38;KAMAZ;359256;86065347;72813;1;1;ISB6.7;2020-03-10;2020-04-13;2020-04-16;2020-05-15;2020-05-15;1585.4;1585.4;34;1;;;3
794;24;Komatsu;15751;33212689;8167;0;0;QSK50;2020-01-20;2020-04-14;;2020-04-13;2020-04-13;1868.9;1835.9;20;9;;;3
795;28;BELAZ;25484;37275505;5137;0;0;QST-30;2020-02-08;2020-04-14;;2020-05-07;2020-05-08;9384.8;9384.8;11;4;;;3
796;28;BELAZ;25485;33218897;3222;0;0;QSK-60;2020-02-13;2020-04-14;;2020-05-08;2020-05-11;7397.9;7470.9;12;4;;;3
797;28;BELAZ;25486;33200143;4655;0;0;QSK-60;2020-02-06;2020-04-14;;2020-05-08;2020-05-11;7019.1;7042.1;11;4;;;3
798;28;BELAZ;25487;33213687;5719;0;0; “¿-50;2020-03-17;2020-04-14;;2020-05-08;2020-05-08;7543.3;7543.3;11;4;;;3
799;28;BELAZ;25488;37275923;4662;0;0;QST-30;2020-02-12;2020-04-14;;2020-04-30;2020-04-30;9827.8;9745.8;12;6;;;3
800;21;BELAZ;3972;33217900;3938;0;0; “¿-50;2019-12-18;2020-04-14;;2020-04-15;2020-04-15;9781.7;9781.7;12;3;;;3
801;21;HYUNDAI;3973;35281012;2;0;0;QSM-11;2019-12-20;2020-04-14;;2020-04-15;2020-04-15;3267.4;3212.4;12;3;;;3
802;21;BELAZ;3974;33179950;0;0;0; “¿-50;2019-12-21;2020-04-14;;2020-04-15;2020-04-16;4416.4;4425.4;12;3;;;3
803;21;BELAZ;3975;33217076;3863;0;0; “¿-50;2019-12-22;2020-04-14;;2020-04-15;2020-04-16;9851.8;9851.8;12;3;;;3
805;38;KAMAZ;340989;86069270;61733;1;1;ISB6.7;2020-01-24;2020-04-14;2020-04-21;2020-08-05;2020-08-07;6510.4;6510.4;34;1;;;3
806;38;KAMAZ;364922;86060398;35143;1;1;ISB6.7;2020-02-25;2020-04-14;2020-04-21;2020-05-07;2020-05-07;4568.5;4591.5;34;1;;;3
807;24;BELAZ ;15928;37252519;674;0;0;K19;2020-03-16;2020-04-15;;2020-04-17;2020-04-20;1336;1302;20;7;;;3
808;24;KAVZ;15952;78180829;389;1;5;B6.7;2020-03-23;2020-04-15;;2020-04-17;2020-04-27;3061.8;3061.8;20;7;;;3
809;28;BELAZ;25489;33217118;7971;0;0;QSK-60;2020-02-11;2020-04-15;;2020-05-07;2020-05-11;4642.1;4574.1;11;6;;;3
810;28;BELAZ;25490;37277617;4221;0;0;QST-30;2020-01-31;2020-04-15;2020-05-07;2020-05-07;2020-05-08;616.1;599.1;12;6;;;3
811;28;TEREX;25491;33176927;1104;0;0;KTA-38 ;2020-02-11;2020-04-15;;2020-04-30;2020-05-01;4563.8;4599.8;11;6;;;3
812;21;KOMATSU;3976;33213742;3796;0;0;KTTA-38;2019-12-24;2020-04-15;;2020-04-16;2020-04-21;2078.7;2107.7;12;3;;;3
813;21;BELAZ;3977;37263917;2218;0;0; ““¿-19;2019-12-24;2020-04-15;;2020-04-16;2020-04-17;992.6;1092.6;12;3;;;3
814;21;YUTONG BUS;3978;78833565;40294;1;5;ISB6.7;2019-12-30;2020-04-15;2020-04-16;2020-05-14;2020-05-14;8213.9;8173.9;12;3;;;3
815;21;CPG;3986;84512202;22;0;2;QSL9;2019-08-21;2020-04-15;2020-05-06;2020-05-14;2020-05-14;5751.6;5802.6;12;3;;;3
816;21;SHAAZ;3987;37278865;10;0;4;QST-30;2020-03-25;2020-04-15;2020-04-28;2020-07-10;2020-07-17;5087.2;5074.2;12;3;;;3
817;24;VOLVO;15852;37274849 \ 37276248;1257;0;0;QST30;2020-02-26;2020-04-15;2020-04-20;2020-04-20;2020-04-21;423.8;384.8;20;7;;;3
818;38;KAMAZ;339524;86067775;49153;1;1;ISB6.7;2020-01-20;2020-04-15;;2020-04-22;;5588.6;5623.6;34;1;;;2
819;20;PAZ;112;76449982;21988;1;5;ISF 3,8;2020-02-19;2020-04-15;2020-05-07;2020-05-27;2020-06-01;4988.1;4907.1;13;5;;;3
820;24;BELAZ;15999;33219948;1477;0;0;QSK60G;2020-04-07;2020-04-15;2020-04-20;2020-04-20;2020-04-23;5907.7;5810.7;20;7;;;3
821;28;BELAZ;25492;37275506;2330;0;0;QST-30;2020-02-14;2020-04-16;;2020-04-30;2020-04-30;2377.3;2414.3;11;6;;;3
822;28;BELAZ;25493;37266220;5670;0;0; ““¿-19;2020-02-03;2020-04-16;;2020-04-29;2020-04-30;9988;9994;12;6;;;3
823;28;BELAZ;25494;66305257;3601;0;0;QSK-78;2020-02-13;2020-04-16;;2020-05-08;2020-05-11;3665.8;3665.8;11;4;;;3
824;28;BELAZ;25495;37247383;3413;0;0; ““¿-19;2020-02-16;2020-04-16;;2020-04-29;2020-04-30;7795.8;7794.8;12;6;;;3
825;28;BELAZ;25496;37275505;5250;0;0;QST-30;2020-02-13;2020-04-16;;2020-05-08;2020-05-11;5685.1;5685.1;11;9;;;3
826;28;BELAZ;25497;37245640;1902;0;0; ““¿-19;2020-02-16;2020-04-16;;2020-04-29;2020-04-30;5349.1;5349.1;12;6;;;3
827;28;BELAZ;25498;33196625;6287;0;0;QSK-60;2020-02-18;2020-04-16;;2020-04-28;2020-04-29;3139.3;3134.3;12;6;;;3
828;28;BELAZ;25499;66305072;3214;0;0;QSK-78;2020-02-15;2020-04-16;;2020-05-08;2020-05-08;1367.3;1367.3;11;2;;;3
829;21;BELAZ;3979;37254164;150;0;0; ““¿-19;2019-12-24;2020-04-16;;2020-04-16;2020-04-21;4867.6;4829.6;12;3;;;3
830;21;BELAZ;3980;37260318;410;0;0; ““¿-19;2020-01-17;2020-04-16;2020-04-28;2020-04-29;2020-04-30;6257.2;6257.2;12;3;;;3
831;21;BELAZ;3989;37262669;3199;0;0; ““¿-19;2019-12-04;2020-04-16;2020-04-29;2020-04-30;2020-05-01;9192.8;9151.8;12;3;;;3
832;21;BELAZ;3990;37275379;1600;0;0; ““¿-19;2019-11-18;2020-04-16;2020-04-29;2020-04-30;2020-05-01;1823.9;1912.9;12;3;;;3
833;21;BELAZ;3991;33218129;3328;0;0;QSK-60;2020-01-01;2020-04-16;2020-04-21;2020-04-24;2020-04-27;7156;7156;12;3;;;3
834;36;KOMATSU;2402/1;33217187;1948;0;0;QSK38;2020-02-24;2020-04-16;;2020-04-27;2020-05-01;9008.7;8945.7;18;4;;;3
835;38;KAMAZ;359919;86066200;36823;1;1;ISB6.7;2020-03-09;2020-04-16;;2020-04-22;;5679.8;5679.8;34;1;;;2
836;38;KAMAZ;336428;86073226;16402;1;1;ISB6.7;2019-12-30;2020-04-10;2020-04-16;2020-09-18;;5545.2;5583.2;34;1;;;2
837;38;KAMAZ;359206;86077184;49642;1;1;ISB6.7;2020-03-19;2020-04-10;2020-04-16;2020-05-15;2020-05-15;2678.6;2678.6;34;1;;;3
838;60;KAMAZ;1002390;37268455;1030;0;0;KTA-19;2020-03-17;2020-04-16;;2020-04-21;2020-05-12;5771.9;5771.9;43;8;;;3
839;60;KAMAZ;1002409;33208476;33;0;0;KTA 50-C;2020-04-07;2020-04-17;;2020-04-22;2020-04-30;9508.7;9556.7;43;8;;;3
840;60;KAMAZ;1002410;33208222;848;0;0;KTA 50-C;2020-04-07;2020-04-17;;2020-04-22;2020-04-30;4669.5;4669.5;43;8;;;3
841;60;KAMAZ;1002396;37280098;167;0;0;KT19;2020-03-26;2020-04-17;;2020-04-21;2020-05-12;3590.1;3584.1;43;8;;;3
842;28;PAZ;25500;76450010;3390;1;5;ISF3.8;2020-03-26;2020-04-17;;2020-04-28;2020-04-28;2000.4;2022.4;11;6;;;3
843;28;BELAZ;25501;37277370;5675;0;0;QSK-19;2020-02-18;2020-04-17;2020-05-08;2020-05-22;2020-05-29;643.9;643.9;11;9;;;3
844;28;BELAZ;25502;37277371;5790;0;0;QSK-19;2020-02-18;2020-04-17;2020-05-12;2020-05-22;2020-05-22;4606.8;4606.8;11;9;;;3
845;28;BELAZ;25503;33218777;283;0;0; “¿-50;2020-02-18;2020-04-17;;2020-04-27;2020-05-01;2414.1;2333.1;11;6;;;3
846;28;KOMATSU;25504;33211320;8;0;0;QSK-60;2020-02-20;2020-04-17;;2020-05-12;2020-05-14;9989.9;9989.9;12;9;;;3
847;21;HITACHI;3988;33183882;0;0;0;QSK-50;2020-03-27;2020-04-17;2020-04-23;2020-05-13;2020-05-13;3288.9;3197.9;12;3;;;3
848;21;BELAZ;3992;33217926;4008;0;0;QSK-60;2019-12-28;2020-04-17;;2020-04-21;2020-04-22;8124.4;8038.4;12;3;;;3
849;21;BELAZ;3993;33217987;3986;0;0;QSK-60;2019-12-30;2020-04-17;2020-04-21;2020-04-22;2020-04-23;6697.4;6786.4;12;3;;;3
850;21;BELAZ;3994;33218061;3507;0;0;QSK-60;2019-12-30;2020-04-17;;2020-04-21;2020-04-22;257.1;251.1;12;3;;;3
